,fluxes
PGMT,1.270846267305659
PGSA120,0.0
PGSA140,0.0
PGSA141,0.0
PGSA150,0.0
PGSA160,0.0
PGSA161,0.0
PGSA170,0.0
PGSA180,0.0
PGSA181,0.0
PGSAai150,0.0
PGSAai170,0.0
PGSAi140,0.0
PGSAi150,0.0
PGSAi160,0.0
PGSAi170,0.0
PGSAi180,0.0
PHACTE,0.0
PHCD,0.0
PHETA1,-0.033807957291379975
PHETRS,0.0
PHYFLUDS,0.0
PHYSYN,0.0
PHYTDES,0.0
PHYTES,0.0
PINOS120,0.0
PINOS140,1.9939162229516367e-05
PINOS141,0.0
PINOS150,1.255428732969549e-05
PINOS160,0.00022893112189444718
PINOS161,5.907899919856702e-05
PINOS170,0.0
PINOS180,0.0
PINOS181,0.0
PINOSai150,0.0002163768345647517
PINOSai170,0.00019865313480518158
PINOSi140,4.3570761908943175e-05
PINOSi150,0.0001248043858069728
PINOSi160,0.00025403969655383817
PINOSi170,9.231093624776096e-05
PINOSi180,0.0
PMANM,0.0
PMPK,1.6656585336545988e-05
PNP,0.009950897381261436
PNTK,0.002279489335327567
POR_1,0.0
POX3,0.0
PPA,0.0
PPAKr,0.0
PPBNGS,0.008062342054690733
PPC,0.0
PPCDC,0.002279489335327567
PPCOAC,0.0
PPDK,-0.964495077705311
PPGPPDP,0.0
PPK2r,0.000115232258659323
PPM,0.0
PPM2,0.0
PPNCL2,0.0
PPNCL3,0.002279489335327567
PPND,0.02540585649092072
PPNDH,0.033807957291379975
PPPGO,9.383295896461404e-05
PPPNDO,0.0
PPS,0.0
PPTRIAT,0.0
PPTSERDC,0.0
PPTT,0.020224218400649453
PRAGSr,0.23702529748620105
PRAIS,0.23702529748620105
PRAIi,0.019230214239133563
PRAMPC,0.02980535509567706
PRASCSi,0.23700864090086451
PRATPP,0.02980535509567706
PRMICI,0.02980535509567706
PROD2,0.0
PROTRS,0.0
PRPPS,0.5403941577906444
PSCVT,0.11390560650038213
PSD120,0.0
PSD140,0.00025773213400374863
PSD141,0.0
PSD150,0.00016099027281609512
PSD160,0.0029517344974584045
PSD161,0.0007576881647216219
PSD170,0.0
PSD180,0.0
PSD181,0.0
PSDai150,0.0027900057371523274
PSDai170,0.002564028565217808
PSDi140,0.000564204442346315
PSDi150,0.0016128566781208797
PSDi160,0.003273715043090595
PSDi170,0.0011933957838110537
PSDi180,0.0
PSERT,8.662792511871942
PSP_L,8.662792511871942
PSSA120,0.0
PSSA140,0.00025773213400374863
PSSA141,0.0
PSSA150,0.00016099027281609512
PSSA160,0.0029517344974584045
PSSA161,0.0007576881647216219
PSSA170,0.0
PSSA180,0.0
PSSA181,0.0
PSSAai150,0.0027900057371523274
PSSAai170,0.002564028565217808
PSSAi140,0.000564204442346315
PSSAi150,0.0016128566781208797
PSSAi160,0.003273715043090595
PSSAi170,0.0011933957838110537
PSSAi180,0.0
PTA2,0.0
PTAr,0.0
PTLACS,0.0
PTPATi,0.002279489335327567
PTRCTA,0.0
PU5PG,0.0
PUNP1,5.599064451545024e-06
PUNP2,0.0
PUNP3,0.0
PUNP4,0.0
PUNP5,0.0
PUNP6,0.0
PUNP7,0.0
PUTA3,0.0
PYACOADH,0.0
PYAM5PO,0.0
PYDXOR,0.0
PYDXPS,0.00013139169421761305
PYK,3.1587218627406717
PYRS,0.0
RBFK,0.00014764344071215073
RBFSa,0.009545138088445943
RBFSb,0.004772569044222972
RBK,0.0
REDS10,0.0
REDS11,0.0
REDS13x,0.0
REDS13y,0.0
REDS14,0.0
REDS15,0.0
REDS17x,0.0
REDS17y,0.0
REDS18,0.0
REDS19,0.0
REDS21x,0.0
REDS21y,0.0
REDS23,0.0
REDS24,0.0
REDS25,0.0
REDS26,0.0
REDS3,0.0
REDS32,0.0
REDS34,0.0
REDS5x,0.0
REDS5y,0.0
REDS6,0.0
REDS7,0.0
REDS9x,0.0
REDS9y,0.0
REPHACCOAI,0.0
RIB1MPTS,0.0
RNDR1,0.0
RNDR2,0.0
RNDR3,0.0
RNDR4,0.0
RNDR5,0.015803632285616674
RNDR6,0.01078191735373848
RNDR7,0.01078191735373848
RNDR8,0.015803632285616674
RPE,-0.4046804608608482
RPI,-0.39500393107818577
RZ5PP,5.5990644515461925e-06
S2FE2SR,1.2174704759844697e-05
S2FE2SS,0.000141660362765814
S2FE2SS2,0.00015383506752565868
S2FE2ST,0.0
S4FE4SR,0.00015383506752565868
S4FE4ST,0.00015383506752565868
S6PGB,0.0
SADT,0.0
SADT2,0.06990213670853368
SAMP1MET,0.0
SBP_1,0.0
SBTD_D2,0.0
SCB15,0.0
SCB25,0.0
SCB35,0.0
SCYSDS,0.0006031655653427901
SDPDS,0.13106159030959105
SDPTA,-0.13106159030959105
SERD_L,0.0
SERTRS,0.0
SHCHD2,0.001916153490256523
SHCHF,0.001916153490256523
SHK3Dr,0.11390560650038213
SHKK,0.11390560650038213
SHSL1,0.0
SHSL2,0.0
SHSL4r,0.0
SLD,0.0
SORB6PP,0.0
SORBDH,0.0
SPMS,0.02017326276384069
SPODM,0.0
SPRMS,0.008434265623085423
SQLCYC1,0.0
SQLCYC2,0.0
SSALx,0.0
SSALy,0.0
STRP6K,0.0
SUCD9,0.0
SUCOAGCT,0.0
SUCOAICT,0.0
SUCOAS,0.0
SUCOMALT,-0.14827849741665594
SUCR,0.0
SULFPDH,0.0
SULR_syn,0.0
SULRi,0.06990213670853368
TALA,-0.5170209848173716
TALAb,0.371630758104913
TAUDO,0.0
TBFORMD,0.0
TCLBZRED,0.0
TDP,0.0
TDPGDH,0.0
THCHDH,0.0
THDPLOR,0.0
THDPS,0.13106159030959105
THFAT,0.0
THFGLUS,0.0
THIORDXi,0.0
THPAT,0.0
THRA2i,0.0
THRAi,0.0
THRD_L,0.0
THRPDC,5.5990644515461925e-06
THRS,0.07963670510922007
THRTRS,0.0
THYDNAPS,0.0
TKT1,-0.1453902267124586
TKT2,-0.2592902341483896
TKT2h,0.0
TMDPP,0.0
TMDSf,0.015803632285616674
TMETMO,0.0
TMPK,1.6656585336545988e-05
TMPPP,1.6656585336545988e-05
TPI,13.545423488249135
TRDR,0.0
TRE6PH,0.0
TRE6PP,0.0
TRE6PS,-1.5729171902079322
TRPO2,0.0
TRPS1,0.0
TRPS2,0.019230214239133563
TRPS3,0.019230214239133563
TRPTRS,0.0
TRSARr,0.0
TRYP2MO,0.0
TRYPYRAT,0.0
TYRL,1.6656585336545988e-05
TYRTA,-0.02540585649092072
TYRTRS,0.0
UAAGDS,0.08858305139833138
UAAGLS2,0.0
UACMAMO,0.0
UAGCVT,0.08858305139833138
UAGDP,0.2578822685104619
UAGPT3,0.08858305139833138
UAMAGS,0.0
UAMAGS2,0.08858305139833138
UAMAS,0.08858305139833138
UAPGR,0.08858305139833138
UDCPDP,0.08858305139833138
UDCPDPS,0.001883586191948313
UDPAGACA,0.0
UDPAMALA,0.0
UDPG4E,0.12292124270751859
UDPGD,0.0
UGLT,1.3847136533859972
UGMDDS,0.08858305139833138
UM4PCP,0.0
UMPK,0.31189059105656486
UPP1S,0.0
UPP3MT,0.001921752554708069
UPP3MT1,0.0
UPP3S,0.0020155855136726832
UPPDC1,9.383295896461404e-05
UPPDC2,0.0
UPPRT,0.0
URCN,0.0
UREA,0.0
URECARB,0.0
URGLYUS,0.0
URHYD,0.0
URIK1,0.0
URIK2,0.0
URO,0.0
URO3MET,0.0
VALDHr,-0.1084173484042703
VALTA,0.0
VALTRS,0.0
VNDH,0.0
VNDH_2,0.0
VNDH_4,0.0
VPAMTr,0.0
WCOS,0.0
XAND,0.0
XPPT,-0.1555432960229758
XYLI1,0.0
XYLI2,-0.06472325908450038
XYLK,0.0
ZCARDS,0.0
ZCAROTDH2,0.0
r0120,0.0
r0163,0.0
r0686,0.0
r0708,0.0
r0775,0.0
r0777,0.0
14GLUCANabc,0.0
5DGLCNt2r,0.0
ABTabc,0.0
ABUTt2r,0.0
ACt4,0.0
ADEt,0.0
AKGt2r,0.0
ALAALAabc,0.0
ALAabc,0.0
ALAt2r,0.0
ALAt4,0.0
ARBabc,0.0
ARBt2r,0.0
ARGabc,0.0
ARGt3,0.0
ASNabc,0.0
ASNt2r,0.0
ASO3t8,0.0
ASPabc,0.0
ASPt2_2,0.0
ASPt2r,0.0
BALAt2,0.0
CA2abc1,0.0
CBIabc,0.0
CBL1abc,0.0
CD2abc,0.0
CELLBabc,0.0
CELLUL_DEGe,0.0
CHLabc,0.0
CITt7,0.0
COBALT2t,2.6165941047547336e-05
COBALT2t3,0.0
COELICHELINabc,0.0
CPKSt,0.0
CU1abc,0.0
CU2abc,0.0
CYO2a,58.7526423410045
CYSabc,0.0
CYSabc2,0.0
DALAt2r,0.0
D_LACt2,0.0
ENTERt,0.0
FE2t2,0.0
FE2t3,0.0
FRUpts,0.0
FUMt2_2,0.0
GALabc,0.0
GALt4,0.0
GLCNt2r,0.0
GLCt2,0.0
GLNabc,0.0
GLUabc,0.0
GLUt2r,0.0
GLYALDt,0.0
GLYBabc,0.0
GLYBt2r,0.0
GLYCAt3,0.0
GLYCLTt2r,0.0
GLYCLTt4,0.0
GLYCt,0.0
GLYt2r,0.0
GLYt4,0.0
GSNt2,0.0
GUAt2r,0.0
HISt2r,0.0
HOMt2,0.0
IDONt2r,0.0
ILEabc,0.0
INOSTt4,0.0
INSt2,0.0
Kabc,0.0
Kt2,0.15912928434134027
LALADGLUt,0.0
LEUabc,0.0
LYSabc,0.0
LYSt2r,0.0
LYSt3r,0.0
L_LACt2r,0.0
MALTHXabc,0.0
MALTPTabc,0.0
MALTTRabc,0.0
MALTTTRabc,0.0
MALTabc,0.0
METabc,0.0
MG2t,0.007072346994060457
MG2uabc,0.0
MN2t3,0.0
MNLabc,8.0
MNt2,0.0005638721229758231
MOBDabc,2.7532216752763196e-05
NADH17b,58.55438558374706
NAt3_2,0.0
NH4t,4.534819083436755
NI2t,0.00026308616830611877
NI2t3,0.0
NMNP,0.0
NO3R2,0.0
NO3t7,0.0
Niabc,0.0
ORNabc,0.0
OROTt2_2,0.0
PHEt2r,0.0
PIt2r,0.6724168197073599
PPA_1,0.0
PROabc,0.0
PROt2r,0.0
PTRCabc,0.0
PTRCt2,0.0
Piabc,0.0
RIBabc,0.0
SBTabc,0.0
SKMt2,0.0
SO4t2,0.07343786711306992
SUCCt2_2,0.0
SUCD3,-0.017216907107064888
SULabc,0.0
TAURabc,0.0
THMabc,0.0
THRabc,0.0
THRt2,0.0
TREabc,0.0
TRPt2r,0.0
TUNGSabc,0.0
TYRt2r,0.0
URAt2,0.0
UREAt,0.0
VALabc,0.0
XANt2,0.0
XYLTabc,0.0
ZN2t3,0.0
ZNabc,0.0002776491416085655
tcaABC,0.0
ACTabc,0.0
ACTdiff,0.0
AMEt,0.0
ASCpts,0.0
ASO3abc,0.0
BTNt,0.0
CATECHOLt,0.0
CHLNAt1,0.0
CITt2,0.0
COBALTabc,0.0
Cyt,0.0
DESabc,0.0
ENTBACTINt,0.0
FBae1,0.0
FENTEROabc,0.0
FEt,0.0
FICYTabc,0.0
FUCOSEt,0.0
FUSt,0.0
GTHOXabc,0.0
HEMabc,0.0
HISpep,0.0
INDIGt,0.0
LPSabc,0.0
MELIBabc,0.0
MMYAt,0.0
MMYBt,0.0
OMYCINabc,0.0
OXOFORMATEt,0.0
SERabc,0.0
SUFBCD4abc,0.0
SUFBCDabc,0.0
TELUt,0.0
TELt,0.0
TPPt,0.0
XYLBabc,0.0
DM_2hymeph_c,-0.0
DM_33biflav_c,0.0
DM_38biflav_c,-0.0
DM_4crsol_c,1.6656585336545988e-05
DM_5drib_c,0.0002956017724900402
DM_aacald_c,-0.0
DM_acetone_c,-0.0
DM_aconm_c,-0.0
DM_ahop_c,-0.0
DM_albflon_c,0.0
DM_amob_c,1.2174704759844697e-05
DM_dalua_c,5.5990644515461925e-06
DM_ectoine__L_c,0.0
DM_geosmin_c,-0.0
DM_grmcrnd_c,-0.0
DM_mmyA_c,-0.0
DM_mmyB_c,-0.0
DM_msh_c,0.0
EX_14glucan_e,0.0
EX_15dap_e,-0.0
EX_1Dgali_e,-0.0
EX_23camp_e,0.0
EX_23ccmp_e,0.0
EX_23cgmp_e,0.0
EX_23cump_e,0.0
EX_26dap__M_e,0.0
EX_2ddglcn_e,0.0
EX_3amp_e,0.0
EX_3cmp_e,0.0
EX_3gmp_e,0.0
EX_3ump_e,0.0
EX_4abut_e,0.0
EX_5dglcn_e,0.0
EX_5mtr_e,0.028607528386926113
EX_LalaDglu_e,-0.0
EX_abt__D_e,0.0
EX_ac_e,0.0
EX_ade_e,0.0
EX_adn_e,0.0
EX_akg_e,0.0
EX_ala_B_e,0.0
EX_ala__D_e,0.0
EX_ala__L_e,0.0
EX_alaala_e,0.0
EX_amp_e,0.0
EX_arab__L_e,0.0
EX_arg__L_e,0.0
EX_asn__L_e,0.0
EX_aso3_e,-0.0
EX_asp__L_e,0.0
EX_bhb_e,0.0
EX_btn_e,-0.0
EX_ca2_e,-0.004243570663684071
EX_cbi_e,0.0
EX_cbl1_e,0.0
EX_cd2_e,-0.0
EX_cellb_e,0.0
EX_chol_e,-0.0
EX_cit_e,0.0
EX_cl_e,-0.004243570663684071
EX_cmp_e,0.0
EX_co2_e,26.155610729996067
EX_cobalt2_e,-2.6165941047547336e-05
EX_csn_e,0.0
EX_cu2_e,-0.0005775858356647904
EX_cu_e,-0.0
EX_cys__L_e,0.0
EX_cytd_e,0.0
EX_dad_2_e,0.0
EX_damp_e,0.0
EX_dcmp_e,0.0
EX_dcyt_e,0.0
EX_desferrioxamB_e,-0.0
EX_desferrioxamE_e,-0.0
EX_dgmp_e,0.0
EX_dgsn_e,0.0
EX_dha_e,0.0
EX_dimp_e,0.0
EX_din_e,0.0
EX_drib_e,0.0
EX_dtmp_e,0.0
EX_dump_e,0.0
EX_duri_e,0.0
EX_epm_e,-0.0
EX_etha_e,0.0
EX_fe2_e,-0.014378108467567045
EX_ferricoelichelin_e,-0.0
EX_for_e,-0.0
EX_fru_e,0.0
EX_fum_e,0.0
EX_g3pc_e,0.0
EX_g3pe_e,0.0
EX_g3pg_e,0.0
EX_g3pi_e,0.0
EX_g3ps_e,0.0
EX_gal_e,0.0
EX_ggl_e,-0.0
EX_glc__D_e,0.0
EX_glcn_e,0.0
EX_gln__L_e,0.0
EX_glu__L_e,0.0
EX_gly_e,0.0
EX_glyald_e,0.0
EX_glyb_e,-0.0
EX_glyc3p_e,0.0
EX_glyc__R_e,0.0
EX_glyc_e,0.0
EX_glyclt_e,0.0
EX_gmp_e,0.0
EX_gsn_e,0.0
EX_gua_e,0.0
EX_h2o_e,46.40571586958606
EX_h_e,4.15440348692172
EX_his__L_e,0.0
EX_hom__L_e,0.0
EX_idon__L_e,0.0
EX_ile__L_e,0.0
EX_imp_e,0.0
EX_indole_e,0.0
EX_inost_e,0.0
EX_ins_e,0.0
EX_k_e,-0.15912928434134027
EX_lac__D_e,0.0
EX_lac__L_e,0.0
EX_leu__L_e,0.0
EX_lipoate_e,0.0
EX_lys__L_e,0.0
EX_lyx__D_e,-0.0
EX_lyx__L_e,0.0
EX_mal__L_e,0.0
EX_malt_e,0.0
EX_malthp_e,0.0
EX_malthx_e,0.0
EX_maltpt_e,0.0
EX_malttr_e,0.0
EX_maltttr_e,0.0
EX_man_e,0.0
EX_melib_e,-0.0
EX_melt_e,-0.0
EX_meoh_e,0.0
EX_met__L_e,0.0
EX_mg2_e,-0.007072346994060457
EX_mn2_e,-0.0005638721229758231
EX_mnl_e,-8.0
EX_mobd_e,-2.7532216752763196e-05
EX_na1_e,0.0
EX_nac_e,0.0
EX_nh4_e,-4.534819083436755
EX_ni2_e,-0.00026308616830611877
EX_nmn_e,0.0
EX_no2_e,-0.0
EX_no3_e,-0.0
EX_o2_e,-29.378076641004338
EX_orn_e,0.0
EX_orot_e,0.0
EX_pacald_e,-0.0
EX_phe__L_e,0.0
EX_pi_e,-0.6724168197073599
EX_ppa_e,0.0
EX_pro__L_e,0.0
EX_ptrc_e,0.0
EX_pydx_e,-0.0
EX_pydxn_e,-0.0
EX_pyr_e,0.0
EX_raffin_e,-0.0
EX_rib__D_e,0.0
EX_rmn_e,-0.0
EX_sbt__D_e,0.0
EX_ser__D_e,0.0
EX_ser__L_e,0.0
EX_skm_e,0.0
EX_so4_e,-0.07343786711306992
EX_succ_e,0.0
EX_tartr__D_e,0.0
EX_taur_e,-0.0
EX_thm_e,-0.0
EX_thr__L_e,0.0
EX_thym_e,0.0
EX_thymd_e,0.0
EX_tre_e,0.0
EX_trp__L_e,0.0
EX_tungs_e,0.0
EX_tyr__L_e,0.0
EX_ump_e,0.0
EX_ura_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_val__L_e,0.0
EX_vanlt_e,-0.0
EX_xan_e,0.0
EX_xmp_e,0.0
EX_xtsn_e,0.0
EX_xyl__D_e,0.0
EX_xylt_e,-0.0
EX_zn2_e,-0.0002776491416085655
EX_TPP_e,-0.0
EX_act_e,-0.0
EX_ascb__L_e,-0.0
EX_catechol_e,-0.0
EX_cy_e,0.0
EX_des_e,-0.0
EX_entbactin_e,-0.0
EX_fb_e,-0.0
EX_fentero_e,-0.0
EX_ficytc_e,-0.0
EX_fucose_e,-0.0
EX_fus_e,0.0
EX_gthox_e,-0.0
EX_hemeO_e,0.0
EX_indig_e,0.0
EX_lps_e,-0.0
EX_mmyA_e,-0.0
EX_mmyB_e,0.0
EX_omycin_e,-0.0
EX_oxformate_e,-0.0
EX_sufbcd_2fe2s2_e,-0.0
EX_sufbcd_4fe4s_e,-0.0
EX_tel_e,-0.0
EX_telu_e,0.0
EX_xylb_e,-0.0
BIOMASS_SALB,0.7384874899820877
CARBOHYDRATE_PSEUDO,0.7384874899820877
CELL_WALL_PSEUDO,0.7384874899820877
DNA_PSEUDO,0.7384874899820877
LIPID_PSEUDO,0.7384874899820877
MISC_PSEUDO,0.7384874899820877
PROTEIN_PSEUDO,0.7384874899820877
RNA_PSEUDO,0.7384874899820877
ATPM,6.86
PSEUDO_ACCEPTOR_NAD,22.78020098655899
PSEUDO_ACCEPTOR_NADP,-22.78020098655899
PSEUDO_DONOR_NADH,-22.775501473718986
PSEUDO_DONOR_NADPH,22.775501473718986
2HXMPt6,0.0
5MTRt2,0.028607528386926113
ACCt,0.0
ACt2r,0.0
ADNt2,0.0
ARGORNt7,0.0
BHBt,0.0
BTNt2i,0.0
CADVt,0.0
CITt3,0.0
CU2t,0.0005775858356647904
CUt3,0.0
CYTDt2,0.0
DADNt2,0.0
DAPabc,0.0
DCYTt2,0.0
DDGLCNt2r,0.0
DGSNt2,0.0
DHAt,0.0
DINSt2,0.0
DRIBt,0.0
DSERt2,0.0
DURIt2,0.0
EPMt2,0.0
ETHAt2,0.0
FEOXAMBUt,0.0
FEOXAMEUt,0.0
GALIt2,0.0
GALt2,0.0
GGLt2,0.0
GLUt4,0.0
GLYCLTt,0.0
GLYabc,0.0
GUAt,0.0
HISabc,0.0
ILEt2r,0.0
INDOLEt2r,0.0
LEUt2r,0.0
LIPOt2,0.0
LYXDabc,0.0
LYXabc,0.0
LYXt2,0.0
MALt2_3,0.0
MALt3,0.0
MANt2,0.0
MELIBt2,0.0
MELTt2,0.0
NACt,0.0
NADH8,0.0
NO3t,0.0
PACALDt2r,0.0
PPAt6,0.0
PYDXNt,0.0
PYDXt,0.0
PYRt2,0.0
RAFFINt2,0.0
RMNt,0.0
SERt2r,0.0
SERt4,0.0
SUCCt2_3,0.0
SUCCt2b,0.0
TARTRt7,0.0
TARTt2_3,0.0
THMDt2,0.0
THYMabc,0.0
THYMt3r,0.0
URIt2,0.0
VALt2r,0.0
VANK,0.0
XANt,0.0
XTSNt2,0.0
XYLabc,0.0
XYLt2,0.0
growth,0.7384874899820877
3HAD100,0.0269178690098471
3HAD110,0.0010922229976834258
3HAD120,0.02177504212961184
3HAD121,0.005142826880235259
3HAD130,0.0010922229976834258
3HAD140,0.02177504212961184
3HAD141,0.005142826880235259
3HAD150,0.0010922229976834258
3HAD160,0.020023349803374325
3HAD161,0.005142826880235259
3HAD50,0.0010922229976834258
3HAD60,0.02694909299941103
3HAD70,0.0010922229976834258
3HAD80,0.02694909299941103
3HAD90,0.0010922229976834258
3HADai110,0.03632398416974894
3HADai130,0.03632398416974894
3HADai150,0.03632398416974894
3HADai170,0.01739581131401806
3HADai70,0.03632398416974894
3HADai90,0.03632398416974894
3HADi100,0.026037591921788446
3HADi110,0.01903451505428831
3HADi120,0.026037591921788446
3HADi130,0.01903451505428831
3HADi140,0.026037591921788446
3HADi150,0.01903451505428831
3HADi160,0.0222092727737213
3HADi170,0.008093822890203682
3HADi60,0.026037591921788446
3HADi70,0.01903451505428831
3HADi80,0.026037591921788446
3HADi90,0.01903451505428831
5DOAN,0.0002956017724900402
ACPPAT140,0.0007414414399420161
ACPPAT150,0.0004622931687287869
ACPPAT160,0.00847562092252442
ACPPAT161,0.0021770611204671945
ACPPATai150,0.00801185077881567
ACPPATai170,0.007363458762611397
ACPPATi140,0.0016202415530207005
ACPPATi150,0.004631055049677672
ACPPATi160,0.009400945747471976
ACPPATi170,0.0034258434660269046
ADMDC,0.028607528386926113
APG3PAT140,0.0007414414399420161
APG3PAT150,0.0004622931687287869
APG3PAT160,0.00847562092252442
APG3PAT161,0.0021770611204671945
APG3PATai150,0.00801185077881567
APG3PATai170,0.007363458762611397
APG3PATi140,0.0016202415530207005
APG3PATi150,0.004631055049677672
APG3PATi160,0.009400945747471976
APG3PATi170,0.0034258434660269046
ASNS1,0.0
CYRDAR,2.7995322257730962e-06
DHFR,0.015237360078298425
DMBZIDS,5.5990644515461925e-06
FERO,0.0015913482299751514
G3PCT,0.19584688234324965
G5SADs,0.08468974535114582
GCALDD,0.015237360078298425
GLCS1,0.1138673860803381
GLGC,0.1138673860803381
HSST,0.0
ICHORS,0.020224218400649453
KHK,6.9010832534392765
LTHRK,5.5990644515461925e-06
MALACPMT,1.2174704759844697e-05
MCOATA,0.6210871945194247
MTAN,0.028607528386926113
NPHS,0.020224218400649453
OGMEACPD,1.2174704759844697e-05
OPMEACPD,1.2174704759844697e-05
ORNDC,0.03947806423946245
PAPA140,0.0002688094463534799
PAPA150,0.0001676366602259339
PAPA160,0.0030721079583254846
PAPA161,0.0007887046393008696
PAPAai150,0.0029044712980995507
PAPAai170,0.002668893788795265
PAPAi140,0.0005878360420257418
PAPAi150,0.0016785820647292852
PAPAi160,0.0034073812787773525
PAPAi170,0.0012421359581498714
PC17M,5.5990644515461925e-06
PC20M,5.5990644515461925e-06
PC3BS,5.5990644515461925e-06
PMDPHT,0.004772569044222972
PMEACPE,1.2174704759844697e-05
PRFGS,0.23702529748620105
QULNS,0.009950897381261436
SEPHCHCS,0.020224218400649453
SHCHCS3,0.020224218400649453
SUCBZL,0.020224218400649453
SUCBZS,0.020224218400649453
T2DECAI,0.005142826880235259
TAGO,0.007833875293729985
TAGS140,0.0002688094463534799
TAGS150,0.0001676366602259339
TAGS160,0.0030721079583254846
TAGS161,0.0007887046393008696
TAGSai150,0.0029044712980995507
TAGSai170,0.002668893788795265
TAGSi140,0.0005878360420257418
TAGSi150,0.0016785820647292852
TAGSi160,0.0034073812787773525
TAGSi170,0.0012421359581498714
TECA1S,0.002611291764576662
TECA2S,0.002611291764576662
TECA3S,0.002611291764576662
THZPSN3,1.6656585336545988e-05
UAG2E,0.007833875293729985
ATPS4r,130.7971165414146
CA2t4,-0.004243570663684071
CLt3_2,0.0021217853318420354
CO2t,-26.155610729996067
FORti,0.0
H2Ot,-46.40571586958606
MEOHtr,0.0
O2t,29.378076641004338
AGT,0.0
ALAS,0.016124684109381466
CSNt2,0.0
CSNt2r,0.0
DNMPPA,0.015237360078298425
DNTPPA_1,0.015237360078298425
DPR,0.002279489335327567
DURIK1,0.0
FDH,0.029571723796303885
FNOR,0.0
FRD3,0.0
Fe2,0.014378108467567045
IDOND,0.0
IDOND2,0.0
MPL,-0.0647232590845001
MTFHSs,1.2174704759844697e-05
MYCTR,0.12307323598724398
NADTRHD,0.0
NAt3_1,0.0
PPCK,0.0
PRDX,1.2174704759844697e-05
PYNP2r,0.0
SERAT,0.0
TREPP,0.0
VOR1b,0.01903451505428831
VOR2b,0.05298668492119948
VOR3b,0.03632398416974894
ACTCOAT,0.0
MNLDH2,8.0
PPAt4,0.0
TRE6PPP,-1.5729171902079322
FEROc,0.0
PDE1,0.0
PDH,17.69374635624838
OPAH,0.0
ASP4DC,0.0
MCITL2,0.0
ASNN,-0.019931777354616546
SAGH,0.0
MMM2,0.0
G3PT,0.0
CYSSADS,0.0
PTRCAT1,0.0
P5CRx,0.0
DHBD,0.0
RBK_Dr,0.0
GUAD,-0.1555432960229758
HSERTA,0.06990213670853368
GLUKA,0.0
NTRLASE3,0.0
AHAL,0.0
RDH1,0.0
THMP,0.0
TRYPTAOX,0.0
COA1819ZD9DS,0.0
APENTAMAH,0.0
G1PTT,0.0
TYROXDAc,0.0
RAFH,0.0
RBK_L1,0.0
SPHPL,0.0
AACTOOR,0.0
41R2A1H12BOOX,0.0
AMID2,0.0
PEAMNO,0.0
5HOXINOXDA,0.0
NTRLASE,0.0
HPROa,0.0
NTRLASE2,0.0
SELNPS,0.0
GLNTRAT,0.0
FFSD,0.0
APRTO2,0.0
ECH_3hivcoa,0.0
ASNTRAT,0.0
42A12BOOX,0.0
MCITD,0.0
3OAR40_1,0.0
ACAS_2ahbut,0.0
DMT,0.0
AHSERL4,0.0
34DHOXPEGOX,0.0
3MOXTYROX,0.0
3HXKYNOXDA,0.0
BDG2HCGHD,0.0
GLNSP2,0.0
HMNO,0.0
3HOPCD,0.0
4OT2,0.0
GMHEPAT,0.0
RBP4E,0.0
SAGH_glycan,0.0
BLACT,0.0
ASPO2y,0.009501566883444305
ASPO2,0.0
SELCYSS,0.0
6TXAN5MPAML,0.0
DDMCITALOR,0.0
MSAR,0.0
LPPGS,0.0
FDMO2,0.0
KAS15,0.0
RE2034C,0.0
AOBUTDs,0.0
BATHORHODOPSINI,0.0
LUMIRHODOPSINI,0.0
FALGTHLs,0.0
CBMD,0.0
RE0691C,0.0
2AMACHYD,0.0
SELGTHR,0.0
TREH,0.0
SERD_D,0.0
ACALD,0.0
AGTi,0.0
GLYTA,16.119087568985968
GLYCLTDy,0.01522518537353858
NFORGLUAH,0.0
SPTc,0.0
SPT_syn,0.0
MCITS,0.0
GALO,0.0
BTCOARx,0.0
NBAH,0.0
LCGH,0.0
RBTDG,0.0
HEX10,0.0
LALDO2x,0.0
HKNDDH,0.0
PGMT_B,-1.6376404492924324
ICHORT,0.0
3HPCOAHYD,0.0
HIBH,0.0
VNTDM,0.0
LACZ,0.0
HKNTDH,0.0
FADRx,0.0
ATHRDHr,0.0
r_0001,0.0
r_0002,0.0
r_0003,0.0
r_0004,0.0
r_0005,0.0
r_0006,0.0
r_0007,0.0
r_0008,0.0
r_0009,0.0
r_0010,0.0
r_0011,0.0
r_0012,0.0
r_0013,0.0
r_0014,0.0
r_0015,0.0
r_0016,0.0
r_0017,0.0
r_0018,0.0
r_0019,0.0
metylmalonyl_synthesis,0.0
ethylmalonyl_synthesis,0.0
GLYC3tr,0.0
PPYRDC,0.0
APTNAT,0.0
DAPAT,0.0
NP1_2,0.0
HOMt4,0.0
FBA4,0.0
EX_citr__L_e,0.0
ACGApts,0.0
OCBT2i,0.0
CPS,0.32176416879762537
GERDPM,0.0
ALLTNt2r,0.0
EX_h2s_e,0.0
ETHAAL,0.0
DM_2mborn_c,-0.0
HMR_9726,0.0
PPRDNDH,0.0
MANpts,0.0
NO2t2r,0.0
NRRH,0.0
GAMpts,0.0
H2St1,0.0
MACACI,0.0
ARAI,0.0
PHYCBOXL,0.0
2METBOD,0.0
KHK2,0.0
