PG.ProteinGroups	PG.ProteinDescriptions	[1] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_10.raw.PG.Quantity	[2] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_11.raw.PG.Quantity	[3] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_12.raw.PG.Quantity	[4] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_13.raw.PG.Quantity	[5] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_14.raw.PG.Quantity	[6] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_15.raw.PG.Quantity	[7] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_16.raw.PG.Quantity	[8] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_17.raw.PG.Quantity	[9] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_18.raw.PG.Quantity	[10] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_19.raw.PG.Quantity	[11] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_20.raw.PG.Quantity	[12] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_21.raw.PG.Quantity	[13] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_22.raw.PG.Quantity	[14] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_23.raw.PG.Quantity	[15] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_24.raw.PG.Quantity	[16] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_25.raw.PG.Quantity	[17] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_26.raw.PG.Quantity	[18] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_27.raw.PG.Quantity	[19] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_37.raw.PG.Quantity	[20] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_38.raw.PG.Quantity	[21] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_39.raw.PG.Quantity	[22] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_40.raw.PG.Quantity	[23] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_41.raw.PG.Quantity	[24] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_42.raw.PG.Quantity	[25] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_43.raw.PG.Quantity	[26] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_44.raw.PG.Quantity	[27] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_45.raw.PG.Quantity	[28] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_49.raw.PG.Quantity	[29] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_50.raw.PG.Quantity	[30] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_51.raw.PG.Quantity	[31] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_52.raw.PG.Quantity	[32] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_53.raw.PG.Quantity
A0A0B5EQW6	Chlorite dismutase	5022616.5	2715713.75	2421547.75	841374.0625	683463.75	415751.65625	607392.375	534207.75	623802.9375	3789202.75	2533645.25	3652152	729627.1875	726385.6875	432699.71875	618737	903547.6875	683316.375	2729463.25	1240501	1629269.75	971262.3125	1174586.125	1152803.75	1252098.125	1179060.75	1168627.75	1045295.4375	765465.25	1225100.875	540146	1063136.875
A0A0B5EQY7	Gamma-glutamylcyclotransferase	74051.96875	Filtered	Filtered	69934.03125	42005.11328125	42950.77734375	44247.08984375	25771.013671875	40490.40625	6548.16064453125	20554.0390625	36392.65625	56930.3203125	57271.6171875	61625.1953125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	33727.62109375	9764.466796875	206789.9375	48605.609375	31028.669921875	110159.390625	27945.478515625	38887.34375	35380.30859375	28099.337890625	50621.5625
A0A0B5EQY8	Ribonuclease P protein component	23142.91015625	Filtered	Filtered	80155.921875	51633.046875	25926.755859375	98874.65625	112269.1171875	124366.984375	27243.677734375	Filtered	442807.21875	11246.1669921875	4991.47607421875	4348.384765625	107.52406311035156	69649.6328125	134203.21875	25092.806640625	Filtered	31035.21875	36976.34375	57852.83984375	67273.8515625	42318.25390625	68149.3125	77701.9765625	59723.25390625	57682.88671875	99292.1796875	94490.6484375	56299.8984375
A0A0B5EQZ8	Putative enoyl-CoA hydratase	162789.625	421659.96875	323331.09375	306758.0625	169208.234375	112019.2890625	141614.3125	141046.5	142352.09375	136499.8125	207076.421875	165054.234375	479223.125	321926.59375	381750.375	79403.921875	133794.953125	89177.9765625	185079.34375	252239.328125	306781.125	493959.84375	260392.078125	694155.625	599294.1875	361436.84375	382303.84375	494926.5	309184.375	398828.65625	455183.03125	287581.15625
A0A0B5EQZ9	RNA nucleotidyltransferase	249084	188672.140625	202222.46875	356896.6875	228663.796875	274600.34375	175519.546875	169241.671875	202704.875	309979.125	305144.59375	330995.28125	210270.09375	199719.09375	271443.3125	231670.484375	194680.046875	274054.6875	408920.4375	465385.1875	262368.625	434564.59375	315720.5625	313646.78125	316080.28125	353864.90625	326913.65625	362022.34375	283076.46875	144276.625	354551.59375	326512.59375
A0A0B5ER06	Alcohol dehydrogenase GroES domain protein	1069196.5	34124.7109375	811330.25	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	128875.328125	48506.8515625	818157.875	Filtered	6.642617702484131	19540.001953125	4.527077674865723	4.06397008895874	8099.83056640625	67928.1171875	2333945.75	1623119.375	NaN	228496.546875	48964.30078125	54477.0234375	102377.640625	51585.875	50308.22265625	10633.22265625	Filtered	72962.4296875	Filtered
A0A0B5ER11	ATP-dependent Clp protease proteolytic subunit	Filtered	Filtered	Filtered	1124996.75	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	243027.015625	4728.22412109375	5197.8994140625	25029.29296875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	17918.177734375	Filtered
A0A0B5ER15	Family 1 extracellular solute-binding protein	1167275.125	1735635.75	980414.625	618650.9375	436784.96875	1323172.125	342361.53125	385300.9375	489203.25	697635.875	411029.90625	580961.0625	1432299.75	1058498	599313.25	253419.203125	339448.6875	120443.203125	2785158.25	6677376	4024038	239954.96875	25730.17578125	667793.0625	651913.875	776392.5	735996.6875	732100.25	878045.0625	1146476.625	1041322.5	540939.625
A0A0B5ER28	Transcription elongation factor GreA	197701.625	529808.0625	324258.59375	3717620.5	3309726.5	2260514.75	2888157	3363868	3392135.5	270553.1875	545580.1875	194029.171875	1537218.5	947271.0625	1829888.5	2374061.5	1591731.5	4194517.5	11673.857421875	1117487.875	1171266.5	1340942.5	1327801.5	2131044.75	1998713.625	2206658.5	5219284	1778804.75	1883868.5	1990405	1279156	2086188.25
A0A0B5ER53	Monooxygenase	475697.15625	582545.5625	828083.4375	848959.8125	583049.9375	114672	613120.3125	432349.1875	523109.40625	1066900.5	1249531.125	856662.0625	162433.140625	142628.640625	511323.84375	382445.78125	941476	522949.53125	1756695.25	1463166	219158.140625	230930.828125	241124.03125	357457.53125	272465.40625	275483.6875	408740.625	268176.6875	117345.8125	328162.25	359847.53125	341620.9375
A0A0B5ER60	Trk system potassium uptake protein TrkA	325926.6875	191844.25	306119.5	461012.59375	347042.03125	603603.9375	428803.8125	384190.21875	521237.75	407047.21875	317676.15625	345174.75	219144.015625	393702.25	345429.25	643266.1875	158527.984375	458793.625	450831.75	235663.125	200749.453125	501396.03125	883348	222643.125	305982.625	320859.3125	327023.125	852021.8125	731569.8125	483208.5625	287377.21875	309874.46875
A0A0B5ER73	Bac_luciferase domain-containing protein	86758.203125	68947.8671875	49908.3203125	105185.234375	155930.265625	62926.359375	174318.734375	144847.921875	137102.78125	59776.765625	76554.34375	56465.08203125	111245.8359375	89885	56591.48046875	470895.78125	175585.640625	411444.75	180897.578125	12.140055656433105	269.13372802734375	51183.71875	85453.671875	91448.125	54469.06640625	119635.9921875	95572.9140625	53223.69140625	33978.87109375	275702	92994.4375	298431.84375
A0A0B5ER74	Two-component regulator CutR	1253978.625	2721274.75	2513001.25	96045.0078125	113900.8984375	121297.328125	174936.59375	171507.296875	295351.0625	1774538.625	2104700.5	1309805.625	73337.46875	81063.7578125	137583.53125	810550	714599	759623.4375	1075688.75	3096870.25	3514378.25	174194.171875	1583697.375	399510.75	453819.5	390769.125	742703.3125	135401.09375	135920.609375	417924.625	353086.90625	281459.1875
A0A0B5ER85	Phosphodiesterase	158240.234375	187669.609375	163872.015625	354319.28125	457305.125	349017.71875	823482	842401.8125	784593.75	130296.8203125	160758.578125	158056.75	317359.1875	298536.53125	333154.40625	636216.1875	661431.1875	688181.8125	204118.265625	12.202635765075684	169553.109375	377367	428383.59375	406549	428240.28125	395778.96875	443560.46875	417658.03125	300676.1875	575179.5625	426131.40625	489594.0625
A0A0B5ER96	DNA topoisomerase (ATP-hydrolyzing)	473327.8125	353673	348149.5625	179683.8125	170535.078125	137641.390625	99601.171875	57348.02734375	62915.9921875	277710.53125	142025.296875	204162.5	150782.640625	97043.609375	129850.59375	33369.53125	34071.015625	44915.5546875	697905.1875	770744.4375	1009738.5	143581.09375	128939.609375	87767.1953125	85720.8515625	97260.3984375	76608.546875	127685.0859375	90640.7578125	68526.609375	82294.5546875	71548.703125
A0A0B5ERA3	Long-chain-fatty-acid--CoA ligase	428933.25	431329.78125	352764.21875	337695.4375	278202.53125	177004.296875	1726399.625	1195771.125	1846465.625	220537.9375	210761.375	291245.78125	236492.265625	281950.5625	185421.546875	768413.375	805379.8125	531542.5	263542.78125	316592.5625	200662.453125	249918.609375	457543.3125	1489973.875	1370698.5	1327693.875	377730.5	381360.125	340744.1875	1689350.5	635959.75	1074855
A0A0B5ERA5	Two-component system sensor kinase/response regulator	48073.3515625	39282.61328125	53991.02734375	168765.25	126624.9296875	81727.6015625	151412.203125	152122.046875	146058.21875	65149.01171875	79850.265625	79015.8984375	92538.15625	95525.953125	155055.03125	20016.54296875	115990.0625	111473.6953125	47489.875	15120.3271484375	30107.74609375	164275.125	131796.4375	124958.96875	140310.9375	173045.890625	150950.53125	141476.421875	123239.1796875	177152.34375	171541.46875	223620.828125
A0A0B5ERC1	Aminotransferase AlaT	367151.28125	461431.625	362887.84375	38687.1484375	47027.68359375	21930.576171875	73013.9375	44950.58984375	48577.35546875	215097.5	278362.625	143215.0625	30058.4375	48638.140625	48631.02734375	18715.390625	35535.046875	48110.1328125	346048.34375	557446.9375	503596.90625	23781.564453125	5833.21728515625	36643.1328125	40178.70703125	46209.08203125	52953.06640625	12401.3046875	7960.1943359375	33857.1640625	49009.01953125	63261.36328125
A0A0B5ERC4;A0A0B5F018	Secreted protein	Filtered	5996.05419921875	14057.2958984375	38774.14453125	21095.05859375	Filtered	73792.25	111561.96875	73669.3984375	17531.2421875	20319.5546875	15178.908203125	Filtered	Filtered	46866.22265625	92885.6171875	66542.171875	75657.359375	Filtered	Filtered	Filtered	70996	54282.82421875	13016.0703125	Filtered	3139.629150390625	Filtered	83370.6015625	66100.609375	NaN	13280.7958984375	10844.064453125
A0A0B5ERC7	Secretory protein	13906.3486328125	8895312	107038.015625	54076.453125	26872.24609375	23664.91015625	687527.625	426595.15625	507820.28125	1882051.75	4516.1591796875	10502.0205078125	20899.189453125	44657.92578125	60165.9921875	27232.48828125	147539.296875	16720.94140625	12474.1572265625	1730124.75	2468412	44891.4765625	14187.91796875	51428.46875	10687.1728515625	23009.435546875	15100.8623046875	63596.4921875	53141.93359375	72854.09375	37922.828125	78379.1875
A0A0B5ERD8	Lantibiotic dehydratase domain protein	11140.8974609375	87100.609375	96975.703125	71244.125	57623.3125	20801.962890625	27292.02734375	16104.1884765625	24505.44921875	7100.57763671875	27107.916015625	17748.88671875	96305.8046875	118006.6484375	89766.4453125	Filtered	Filtered	Filtered	96162.109375	Filtered	7.136022567749023	24760.8671875	Filtered	92657.484375	106457.3828125	42136.51171875	Filtered	17915.58984375	7356.09765625	102596.203125	126929.34375	91539.7421875
A0A0B5ERE0	Lyase	191081.671875	74446.9453125	166938.75	30836.912109375	19159.04296875	45012.453125	30431.0625	28419.279296875	30173.478515625	201057.359375	140688.53125	136637.75	26342.515625	28387.912109375	27250.94140625	Filtered	23695.423828125	41197.015625	3265.592041015625	159.2587432861328	535.9869384765625	14731.7109375	28933.841796875	30337.62890625	21541.6328125	32332.9765625	39308.92578125	39790.953125	38970.06640625	21733.54296875	51895.49609375	41659.98828125
A0A0B5ERE2	Acyl-CoA dehydrogenase domain-containing protein	300627.5	192185.0625	227740.8125	83623.046875	88987.3203125	150899.421875	149609.90625	117915.484375	121913.9296875	279389.53125	218355.125	244972.984375	129316.2109375	80400.1875	140614.359375	194850.9375	81025.625	191228.875	334535.34375	603096.625	246236.1875	139178.328125	100457.265625	83297.671875	78611.3828125	128090.46875	253590.265625	88194.9140625	83064.4609375	79758.703125	51466.84375	116186.8359375
A0A0B5ERE9	LexA repressor	363002.59375	127977.1875	383856.9375	414863.15625	556794	1028839	1211725.5	1194527.125	1360985.875	370150.78125	433705.5625	262353.6875	447770.625	361181.1875	409981.6875	2106276.25	1909338.75	909611.8125	1440803.75	574.9666137695312	Filtered	447318.6875	181346.203125	473781.65625	568823.0625	287671	775697.4375	592181.1875	618161.375	579244.5625	930149.3125	834071.1875
A0A0B5ERG1	M20_dimer domain-containing protein	571291.75	343681.21875	426473.15625	1079644.875	1545457.375	720662.875	3487262	334491.375	1280088	705674.3125	733594.125	671729.375	959533.75	836540.75	896793.5	3445522.5	3256505.5	1510397.375	960239.875	1069758.75	594956.1875	593618.75	557421.375	2967726	2692402.25	377750.09375	1916670.625	2410721.25	233753.328125	1682357.375	760679.25	1488682
A0A0B5ERH3	Electron transfer flavoprotein	217454.328125	240817.9375	317347.46875	712000.25	596019.0625	902217.25	676289.6875	718882.3125	854651.625	522382.4375	583185.75	570539.875	671384.8125	909877.9375	726380.1875	2975601.25	1734298.25	1820539.875	261193.609375	164943.234375	160791.390625	842729.5625	940705	646527.125	493461.6875	701406.9375	1213084.375	1138987.5	1322927.625	1046982.3125	653271.9375	943700.625
A0A0B5ERH7	1-acylglycerol-3-phosphate O-acyltransferase	90391.7734375	70193.1640625	122872.046875	Filtered	Filtered	Filtered	Filtered	63209.20703125	Filtered	100846.34375	7622.90673828125	43523.94921875	NaN	Filtered	Filtered	Filtered	2.1119866371154785	Filtered	113222.765625	Filtered	393267.71875	Filtered	Filtered	Filtered	56701.8203125	Filtered	93859.046875	Filtered	Filtered	Filtered	55535.859375	Filtered
A0A0B5ERI3	Putative oxidoreductase	366941.625	784805.3125	843581.6875	314639.96875	266719.21875	339665.875	457079.71875	430898.6875	462057.53125	736590.3125	725209.375	488538.875	254510.15625	348506.125	433324.1875	823640.375	602296.9375	480443.1875	783262.625	2127696.5	1476284.625	511341.21875	515830.53125	493604.78125	549124.75	407737.78125	479011.28125	416380.1875	560712	838534.4375	525576.375	618001.625
A0A0B5ERJ6	DUF3046 domain-containing protein	NaN	6337.83984375	6609.203125	28487.39453125	21565.587890625	14276.974609375	104850.3359375	71491.1484375	63130.9140625	12055.365234375	3682.973876953125	8027.15234375	3160.7138671875	4569.63330078125	10901.0703125	Filtered	63002.734375	45749.765625	2.606445550918579	Filtered	Filtered	69700.453125	56943.83984375	27109.947265625	49079.90234375	52442.734375	93562.1640625	43903.26953125	55647.12109375	56638.6328125	34442.79296875	59571.09375
A0A0B5ERL8	Protease	1111661.625	1061637.125	1137900.875	149146.96875	106046.7578125	146934.03125	123553.7890625	123230.6484375	124092.9765625	821001.3125	638025.75	687947.25	51051.2109375	127038.6875	124202.96875	84435.640625	160584.90625	255311.53125	560042.8125	1138913.125	1276611.125	108675.6953125	102634.0078125	136720.375	172757.796875	156561.09375	77742.3984375	43594.890625	56942.55078125	133348.921875	169433.28125	103526.265625
A0A0B5ERM8	Putative oligopeptide ABC transporter solute-binding protein	143485.703125	181769.921875	186302.765625	225293.859375	196779.796875	359775.9375	102019.390625	170031.453125	101336.75	84089.0078125	57121.22265625	37033.859375	171787.96875	221976.25	153472.328125	109445.4609375	48212.9296875	30233.6328125	176101.046875	616715.625	472524.0625	83553.078125	3402.07080078125	56257.0703125	58588.27734375	36657.78125	139101.296875	139443.984375	142089	119199.84375	47586.68359375	20.766054153442383
A0A0B5ERN1	Riboflavin biosynthesis protein	216252.828125	159167.375	387388.28125	171121.59375	161520.796875	162430.96875	107527.578125	131968.671875	85950.5078125	137490.203125	120068.125	207838.25	120972.84375	120311.6796875	119939.7421875	107606.984375	241431	88529.734375	380864.4375	702623.4375	507320.96875	177147	169359.578125	212514.25	135332.53125	146662.46875	160453.796875	194547.953125	104415.0703125	235122.0625	285087.5625	289947.09375
A0A0B5ERN5	Phosphoribosylamine--glycine ligase	1005065.3125	715219.5	786617.6875	952729.5	866178.8125	780918.9375	561937.625	515606.625	681350.75	725141.5625	653219.1875	670690.625	625803	853004.0625	738613.25	402159.21875	432210.3125	340508.34375	374341.375	660448.0625	1352064	583460.0625	413817.46875	426720.6875	463874.3125	400611.21875	539352.3125	634434.375	490941.8125	550103.25	479912.28125	550007.375
A0A0B5ERP0	Phosphoribosylaminoimidazole-succinocarboxamide synthase	496726.96875	330042.125	412674.71875	320241.28125	278517.375	292100.65625	477544	358970.0625	496891.96875	541165.625	467718.15625	431232.96875	260478.1875	336439.1875	292324.28125	523103.21875	464745.90625	443470.625	585648.375	530729.875	326583.34375	294646.875	479912.5625	355377.4375	297107.75	369648.34375	459050.4375	421284.3125	379384.6875	433662.59375	482938.28125	426202.46875
A0A0B5ERP4	Sulfur carrier protein FdhD	103449.8984375	8347.6337890625	105597.5703125	135260.46875	139934.96875	198402.015625	134775.171875	180437.53125	235596.640625	116731.359375	118416.8203125	138024.140625	127354.1796875	175093.90625	89279.75	320815.6875	251420.875	151111.1875	664.8018188476562	Filtered	820311.125	53239.06640625	69328.53125	107002.28125	122576.1796875	81323.75	56049.49609375	94499.0625	81668.9453125	98865.9609375	87865.1171875	76581.0078125
A0A0B5ERQ3	Phosphoribosylformylglycinamidine synthase subunit PurL	1069178.5	852064.25	886222.5	2530273	1719031.375	1588110.875	929374.6875	934554.4375	933496.0625	852387.3125	1276420.375	665506.4375	1962438.625	2037200.25	2588926.5	438387.34375	1165800	946141.1875	1023589.0625	4964902	4147942.25	1960223.75	1762802.25	1478421	1259064.75	1548982	1398934	1991137	1448256.125	1585954.25	1659708.25	1572738.5
A0A0B5ERS1;A0A0B5ET85	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	907466.75	591797.5	636105.1875	683371.25	533735.375	852831.125	613986.375	536964.5625	596755.4375	952043.0625	1034545.625	1005579.0625	543220.625	614123.6875	536149.875	463384.15625	533614.3125	544071.4375	647224.1875	263031.0625	439366.65625	319156.09375	41596.1484375	275384.125	273720.96875	361260.9375	536446.6875	407408.6875	359754.6875	395114.96875	407913.8125	459541.09375
A0A0B5ERS3	Elongation factor Ts	44531.7890625	30915.14453125	74254.921875	457563.71875	402120.65625	368017.28125	237623.734375	200116.09375	178913.71875	104045.7734375	76200.4609375	107802.0859375	345155.21875	414947.25	350213.46875	169705.921875	135483.0625	191829.71875	32756.029296875	2603.85205078125	132906.59375	121066.4921875	160853.125	24226.25390625	52910.3828125	64544.52734375	256410.5625	40235.84765625	123500.859375	35854.05859375	60298.32421875	60362
A0A0B5ERT0	Amidophosphoribosyltransferase	234292.640625	121144.96875	131162.4375	602921.625	217008.734375	179905.171875	120191.53125	65091.60546875	34548.796875	223422.53125	203965.0625	152074.828125	101288.1875	176098.28125	287402.90625	21579.6640625	10597.5693359375	22033.302734375	118569.0390625	1539.8912353515625	1484.1473388671875	133346.75	209952.625	29306.314453125	33277.5703125	30989.046875	21310.015625	148185.578125	126486.921875	24602.388671875	37759.45703125	66197.453125
A0A0B5ERT6	DUF2469 family protein	503625.8125	485150.09375	633346.25	121849.203125	105150.6171875	194133.171875	350170.28125	576046.625	796684.5	289338.65625	304308.15625	274094.90625	138861.484375	109382.28125	112780.953125	1021434.3125	735208.625	741085.6875	517435.5625	170884.109375	377813.15625	290457.3125	515809.09375	229694.046875	227214.21875	198422.765625	258152.734375	273599.375	305295.1875	349357.875	332622.46875	316176.71875
A0A0B5ERU1	DNA-binding protein	5430571	296615.625	271363.84375	6328690.5	783883.75	3444642.5	7475094	12378636	7581141	511276.625	218759.40625	543766.4375	783211.4375	1223406.875	2107890.75	28466618	995451.25	7738548.5	1530982.5	52592.56640625	415422.15625	3003693.75	1653891.25	950893.75	2064816.25	7467.24755859375	1440739	1274840.375	317467.71875	10387.9111328125	8172.30859375	1624271.25
A0A0B5ERU8	Citrate (Pro-3S)-lyase, beta subunit	49072640	24409828	40896220	8312089	6878963.5	8600113	8663997	6966474	6360961	30387252	34506540	22732646	7694475.5	6593394	5991962	2850697.25	12123861	2537939.5	22857342	50390.3671875	13580639	4000304.25	6657775.5	4241109	7045265.5	4595884.5	5429470.5	3260382	3746606.75	6593216	5881660.5	3187960.5
A0A0B5ERW2	Formamidopyrimidine-DNA glycosylase	38568.0625	31580.9140625	22166.314453125	84248.7265625	61266.21875	67836.3125	63393.44140625	92153.3828125	87769.96875	44102.01171875	49840.28515625	37612.09375	61150.8828125	65650.140625	57379.1796875	73737.390625	96270.625	59722.6953125	129293.390625	978.140625	71705.6640625	44487.58203125	24369.30859375	75017.9140625	63584.71484375	70084.4375	51839.984375	32115.361328125	20699.470703125	53508.06640625	63102.7578125	65030.921875
A0A0B5ERW9	Phosphopantetheine adenylyltransferase	808026.4375	732653.625	860213.3125	598044.6875	397868.75	321826.625	643581.3125	655056.875	866767.625	780974	726258.0625	646775	385309.15625	402852.84375	436666.6875	640342	529906.1875	557372	1140065.375	1354226.5	1685353.875	453732.53125	394672.34375	656689.4375	449467.53125	404951.71875	416825.9375	523643.34375	414365.34375	461000.21875	631368.9375	581774.0625
A0A0B5ERX2	Peptide synthetase	Filtered	Filtered	Filtered	19803.064453125	65120.72265625	42853.3046875	30391.986328125	44057.38671875	20261.328125	43527.67578125	44536.3203125	Filtered	83016.390625	123418.0859375	78902.4375	28858.4453125	7141.78759765625	14988.7880859375	Filtered	Filtered	Filtered	84144.2109375	Filtered	34319.546875	11774.8740234375	13371.9248046875	Filtered	Filtered	Filtered	42160.52734375	52659.8671875	110369.375
A0A0B5ERY2	Thiamine-monophosphate kinase	864703.4375	745108.375	704994.875	384776.625	313918.8125	101327.5703125	190350.75	205981.5	190887.96875	660870.125	503835.40625	506345.34375	317965.34375	357953.34375	233046.375	123853.0625	147486.84375	196047.171875	188610.4375	799.479248046875	997.6739501953125	33654.46484375	145165.796875	89688.2265625	93653.2421875	94227.2890625	145434.28125	109024.484375	860.343994140625	51784.76171875	85047.5859375	76389.4140625
A0A0B5ERY3	FAD dependent oxidoreductase	35892.921875	45366.4296875	60860.3359375	111941.7578125	83264.265625	89744.8359375	151754.875	127829.3515625	156210.640625	31312.359375	37213.55078125	39356.1171875	97228.1328125	112113.640625	73992.3046875	155687.203125	185136.640625	123484.046875	48968.265625	124369.140625	120285.6875	168033.53125	152293.671875	440621.15625	333408.4375	246380.484375	128257.609375	145066.1875	127399.6484375	325521.53125	333474.59375	277238.625
A0A0B5ERY6	Glutathione hydrolase proenzyme	589994.4375	1210322.75	1306290.5	458643.15625	386244.1875	774500.3125	909450.125	1053565	795366	299272.125	255639.578125	164024.296875	938122.875	770059.75	350574.59375	2068057	1045952.0625	516023.84375	232917.015625	993392.875	790547.75	232980.171875	159858.90625	574091.5	452981.71875	552023.5625	492349.71875	391218.71875	806677.3125	420231.46875	564363	342264.40625
A0A0B5ERY8	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	141169.8125	51019.95703125	159895.5	239613.3125	174264.8125	202387.09375	327251.46875	263763.21875	445348.71875	117891.9375	121412.546875	112675.765625	153756.125	177734.828125	209260.75	229455.09375	419386.15625	420628.75	71428.9375	Filtered	261.49267578125	212469.796875	204809.578125	334021.9375	317184.65625	288593.28125	224622.578125	195114.640625	192829.09375	320052.40625	322545	351049.34375
A0A0B5ERZ5	3-isopropylmalate dehydratase small subunit	354357.0625	NaN	7355.8759765625	135358.03125	237387.8125	141713.3125	117772.671875	97437.140625	111724.125	13570.068359375	26876.04296875	22745.91015625	163593.921875	195819.53125	257014.1875	147018	197351.859375	121079.3125	34078.2265625	Filtered	Filtered	104189.0234375	10606.736328125	25167.6953125	44695.6171875	33937.83203125	282138.625	106045.7734375	76616.4453125	131743.703125	83956.9609375	124337.8203125
A0A0B5ES06	Roadblock/LC7 family protein	251447.609375	174632.046875	269439.15625	2173224.25	1605599.5	700906.375	1674352.375	1976631.25	1724117.375	486006.90625	429180.65625	496358.5625	2022576.25	1964752.375	2488198.5	645091.25	1308480.375	643225.625	591482.5625	98283.3671875	270475.9375	1111432	264261	2912599.5	2837710	2703006.75	1605660.75	1174344.875	842299.0625	3029639.25	3642077.5	2972564.5
A0A0B5ES07	Phosphate-binding protein PstS	101300216	56379636	39215728	47967140	36873100	16015067	12323629	13223692	40479568	13158789	9554115	5846796.5	41109824	35334524	42479876	6325790.5	22444048	20193128	392258304	717669312	916503360	39397668	38686548	13344362	16627678	19594540	15815696	56565408	35767368	20376308	9664648	21450294
A0A0B5ES26	LacI-family transcriptional regulator	55761.69921875	84161.09375	190475.1875	90182.6328125	69410.984375	39904.69140625	26381.326171875	31869.69140625	35196.16796875	17960.072265625	22238.484375	20865.611328125	61434.89453125	30516.181640625	88047.75	59106.91015625	33681.28125	49346.546875	24842.357421875	Filtered	416.90185546875	78088.171875	46004.7109375	72460.875	29768.513671875	32391.185546875	24785.4296875	95220.921875	71040.765625	56210.7734375	67131.4453125	57354.35546875
A0A0B5ES33	ABC transporter, ATP-binding protein	308805.90625	554507.5	409668.78125	527456	408415.90625	452001.09375	417353.84375	569992.3125	515310.0625	303590.09375	319251.84375	316132.125	443187.78125	433644.25	666882.1875	269697.3125	346817.59375	353323.59375	814736.25	1275139.875	2051961.125	946121.1875	455504.3125	671186.8125	725766.3125	1052402	443221.78125	645481.375	566608.25	750203.6875	532132.75	537364.9375
